"repo_name","pr_closed_decred","pr_closed_other","pr_closed_internal","pr_merged_decred","pr_merged_internal","pr_merged_other","pr_commits","pr_additions","pr_deletions","forked","pushes","firstevent","lastevent","duration","durationdays","dcr_pr_merged","dcr_pr_commits","dcr_pr_additions","dcr_pr_deletions"
"shweini/dcrd",0,0,0,0,0,0,0,0,0,0,37,"2017-10-08 06:59:47 UTC","2018-05-27 11:07:29 UTC",19973262,462.344027777778,1,36,261,231
"teknico/dcrd",0,0,0,0,0,0,0,0,0,0,8,"2017-10-12 11:51:21 UTC","2017-12-11 11:53:45 UTC",5187744,120.086666666667,1,18,3700,3906
"Arriu/dcrdocs",0,1,10,0,0,1,92,1089,611,1,20,"2017-04-16 12:37:48 UTC","2018-05-28 14:54:28 UTC",35173000,814.189814814815,1,17,167,73
"C-ollins/dcrd",0,0,0,0,0,0,0,0,0,0,10,"2017-12-22 18:10:44 UTC","2018-08-14 20:53:32 UTC",20310168,470.142777777778,NA,NA,NA,NA
"dajohi/base58",0,0,0,0,0,0,0,0,0,0,5,"2017-10-10 19:16:45 UTC","2018-10-24 20:57:26 UTC",32751641,758.139837962963,3,7,335,180
"dajohi/dcrweb",0,0,0,0,0,0,0,0,0,0,11,"2017-08-16 13:41:52 UTC","2018-11-30 19:51:24 UTC",40720172,942.596574074074,13,31,1851,1903
"dnldd/dcrutil",0,0,0,0,0,0,0,0,0,0,15,"2017-07-16 02:24:18 UTC","2017-09-10 18:35:02 UTC",4896644,113.348240740741,3,13,540,646
"fgimenez/dcrd",0,0,0,0,0,0,0,0,0,0,1,"2017-12-03 17:16:08 UTC","2017-12-18 18:55:33 UTC",1301965,30.1380787037037,1,2,16,16
"jcmincke/dcrd",0,0,0,0,0,0,0,0,0,0,18,"2017-09-07 23:15:46 UTC","2017-09-26 21:46:39 UTC",1636253,37.8762268518519,2,23,1756,1606
"jrick/dcrtime",0,0,0,0,0,0,0,0,0,0,3,"2017-06-13 17:39:34 UTC","2017-06-28 20:58:01 UTC",1307907,30.275625,2,6,186,187
"lukebp/dcrweb",0,0,0,0,0,0,0,0,0,0,2,"2017-07-11 19:13:13 UTC","2017-07-11 21:40:39 UTC",8846,0.204768518518519,1,2,6,6
"maicalal/dcrd",0,0,0,0,0,0,0,0,0,0,42,"2017-11-18 20:31:35 UTC","2018-12-23 20:17:25 UTC",34559150,799.980324074074,1,6,509,92
"matheusd/dcrd",0,0,0,0,0,0,0,0,0,0,28,"2017-11-01 16:46:27 UTC","2018-12-12 10:00:41 UTC",35054054,811.436435185185,4,47,4081,356
"JasonSome/dcrd",0,0,0,0,0,0,0,0,0,0,2,"2017-01-03 07:56:25 UTC","2017-02-18 18:45:23 UTC",4013338,92.9013425925926,NA,NA,NA,NA
"LuxorLabs/dcrd",0,0,0,0,0,0,0,0,0,0,1,"2017-11-04 22:20:29 UTC","2017-11-04 22:31:58 UTC",689,0.0159490740740741,NA,NA,NA,NA
"alexlyp/dcrweb",0,0,0,0,0,0,0,0,0,0,3,"2017-06-22 19:44:44 UTC","2018-10-16 17:10:29 UTC",41549145,961.785763888889,8,22,129,105
"bclermont/dcrd",0,0,0,0,0,0,0,0,0,0,6,"2017-11-17 06:10:28 UTC","2017-12-22 05:21:06 UTC",3021038,69.9314351851852,0,1,37,0
"boblin/dcrdocs",0,0,0,0,0,0,0,0,0,0,2,"2017-04-08 21:40:34 UTC","2017-05-01 21:16:22 UTC",1985748,45.9663888888889,2,4,8,8
"dajohi/dcrtime",0,0,0,0,0,0,0,0,0,0,26,"2017-06-12 18:57:27 UTC","2018-12-11 15:58:33 UTC",47253666,1093.83486111111,12,32,1578,1246
"fai04d/dcrdocs",0,0,0,0,0,0,0,0,0,0,28,"2017-01-29 12:27:45 UTC","2017-10-21 03:05:14 UTC",22858649,529.135393518519,13,69,5318,2143
"jolan/politeia",0,0,0,0,0,0,0,0,0,0,95,"2017-11-09 22:27:08 UTC","2017-12-21 16:12:43 UTC",3606335,83.4799768518518,4,21,1823,483
"raedah/dcrdocs",0,0,0,0,0,0,0,0,0,0,1,"2017-04-11 22:35:56 UTC","2017-04-11 22:35:56 UTC",0,0,NA,NA,NA,NA
"rgeraldes/dcrd",0,0,0,0,0,0,0,0,0,0,4,"2017-12-09 15:11:10 UTC","2017-12-10 22:38:19 UTC",113229,2.62104166666667,0,10,250,0
"ruemic/dcrdocs",0,0,0,0,0,0,0,0,0,0,1,"2017-04-01 01:52:41 UTC","2017-04-01 01:52:41 UTC",0,0,1,2,2,2
"YSTomar/insight",0,0,0,0,0,0,0,0,0,0,2,"2017-10-27 12:49:44 UTC","2017-11-16 15:32:26 UTC",1741362,40.3093055555556,0,3,15,5
"abcsuite/bitset",0,0,0,0,0,0,0,0,0,0,1,"2017-06-30 03:14:05 UTC","2017-07-15 06:37:41 UTC",1308216,30.2827777777778,NA,NA,NA,NA
"dajohi/politeia",0,0,0,0,0,0,0,0,0,0,36,"2017-10-25 14:57:28 UTC","2019-01-02 15:22:36 UTC",37502708,868.118240740741,21,54,1610,2002
"detailyang/dcrd",0,0,0,0,0,0,0,0,0,0,2,"2017-10-26 13:22:46 UTC","2017-11-26 14:16:32 UTC",2685226,62.1580092592593,2,4,18,6
"detinho/dcrdocs",0,0,0,0,0,0,0,0,0,0,1,"2017-07-18 21:09:23 UTC","2017-07-18 21:09:23 UTC",0,0,1,2,4,4
"dnldd/dcrwallet",0,0,0,0,0,0,0,0,0,0,243,"2017-06-29 23:59:15 UTC","2018-12-19 17:43:03 UTC",46464228,1075.56083333333,39,110,30069,16700
"dnldd/dcrwebapi",0,0,0,0,0,0,0,0,0,0,33,"2017-10-06 16:55:59 UTC","2018-05-24 21:30:55 UTC",19888496,460.381851851852,2,5,1409,5130
"gozart1/insight",0,0,0,0,0,0,0,0,0,0,1,"2017-04-02 18:12:50 UTC","2017-04-02 18:12:50 UTC",0,0,NA,NA,NA,NA
"jolan/dcrdocker",0,0,0,0,0,0,0,0,0,0,3,"2017-10-10 20:37:07 UTC","2017-10-11 16:00:15 UTC",69788,1.61546296296296,0,3,127,8
"karamble/dcrweb",0,1,0,0,0,0,38,30737,2,0,306,"2017-02-06 22:20:29 UTC","2018-11-02 13:15:28 UTC",54744899,1267.24303240741,42,444,163800,13621
"lizyned/dcrdocs",0,0,0,0,0,0,0,0,0,0,3,"2017-06-06 19:06:02 UTC","2017-07-02 14:49:32 UTC",2231010,51.64375,NA,NA,NA,NA
"peterzen/dcrweb",0,0,0,0,0,0,0,0,0,0,205,"2017-05-17 22:31:53 UTC","2018-12-17 22:15:59 UTC",50028246,1158.06125,31,107,151660,105625
"sipherr/dcrdocs",0,0,0,0,0,0,0,0,0,0,2,"2017-09-08 14:48:39 UTC","2017-09-13 00:41:16 UTC",381157,8.8230787037037,2,4,4,2
"teknico/dcrdocs",0,0,0,0,0,0,0,0,0,0,1,"2017-07-28 17:18:37 UTC","2017-07-28 17:45:11 UTC",1594,0.0368981481481481,0,3,12,12
"tmcl118/dcrdocs",0,0,0,0,0,0,0,0,0,0,18,"2017-04-18 00:25:19 UTC","2017-06-01 03:28:12 UTC",3812573,88.2540046296296,NA,NA,NA,NA
"vctt94/politeia",0,0,0,0,0,0,0,0,0,0,70,"2017-11-07 18:25:30 UTC","2018-10-23 12:52:24 UTC",30216414,699.454027777778,9,27,1106,523
"Aspasioz/dcrdocs",0,0,0,0,0,0,0,0,0,0,93,"2017-04-13 10:29:49 UTC","2017-04-18 13:33:56 UTC",443047,10.2557175925926,0,174,9767,2
"J-8/hardforkdemo",0,0,0,0,0,0,0,0,0,0,1,"2017-10-31 10:39:28 UTC","2017-10-31 10:39:28 UTC",0,0,1,2,46,46
"NUKE1989/dcrdocs",0,0,0,0,0,0,0,0,0,0,1,"2017-01-09 17:24:25 UTC","2017-01-09 17:24:25 UTC",0,0,0,2,2,2
"animedow/dcrdocs",0,0,0,0,0,0,0,0,0,0,9,"2017-03-08 16:11:59 UTC","2017-03-15 12:23:40 UTC",591101,13.6828935185185,0,9,239,0
"atweiden/dcrdocs",0,0,0,0,0,0,0,0,0,0,5,"2017-04-28 19:05:33 UTC","2017-05-03 17:43:49 UTC",427096,9.88648148148148,2,135,206,219
"dajohi/dcrdocker",0,0,0,0,0,0,0,0,0,0,11,"2017-08-22 18:52:38 UTC","2018-12-14 15:46:03 UTC",41378005,957.824189814815,7,19,280,275
"hypernoob/dcrweb",0,0,0,0,0,0,1,128,123,0,15,"2017-09-27 13:10:01 UTC","2019-01-05 14:44:13 UTC",40185252,930.214166666667,3,13,198,178
"jolan/dcraddrgen",0,0,0,0,0,0,0,0,0,0,1,"2017-03-28 14:45:51 UTC","2017-03-28 14:54:18 UTC",507,0.0117361111111111,1,3,312,102
"jrick/atomicswap",0,0,0,0,0,0,0,0,0,0,20,"2017-09-20 15:55:30 UTC","2018-06-25 13:42:41 UTC",24011231,555.815532407407,21,44,2094,685
"jrick/decrediton",0,0,0,0,0,0,0,0,0,0,10,"2017-09-01 13:39:45 UTC","2017-09-01 19:02:11 UTC",19346,0.447824074074074,2,4,371,2
"kewde/atomicswap",0,0,0,0,0,0,0,0,0,0,1,"2017-09-22 17:31:20 UTC","2017-09-22 17:31:20 UTC",0,0,NA,NA,NA,NA
"matheusd/dcrdocs",0,0,0,0,0,0,0,0,0,0,10,"2017-11-25 18:13:43 UTC","2018-12-19 16:31:45 UTC",33603482,777.85837962963,2,12,242,56
"mramshaw/gominer",0,0,0,0,0,0,0,0,0,0,1,"2017-09-28 23:22:28 UTC","2017-09-28 23:22:28 UTC",0,0,NA,NA,NA,NA
"oktapodia/dcrweb",0,0,0,0,0,0,0,0,0,0,4,"2017-09-23 14:40:37 UTC","2017-11-28 18:55:09 UTC",5721272,132.436851851852,9,39,12962,10396
"peterzen/bitcore",0,0,0,0,0,0,0,0,0,0,1,"2017-06-08 06:03:19 UTC","2017-06-08 06:03:19 UTC",0,0,NA,NA,NA,NA
"peterzen/dcrdocs",0,0,0,0,0,0,0,0,0,0,19,"2017-07-05 21:25:07 UTC","2018-03-08 19:22:37 UTC",21250650,491.913194444444,2,5,95586,662
"pvtwarren/dcrweb",0,0,0,0,0,0,0,0,0,0,11,"2017-06-28 13:13:17 UTC","2017-06-28 18:29:47 UTC",18990,0.439583333333333,1,10,304,4
"rvacek/dcrwallet",0,0,0,0,0,0,0,0,0,0,1,"2017-10-23 15:20:17 UTC","2017-10-23 15:20:17 UTC",0,0,1,2,2,2
"AlanBarber/dcrweb",0,0,0,0,0,0,0,0,0,0,4,"2017-12-21 19:54:44 UTC","2017-12-22 20:05:44 UTC",87060,2.01527777777778,1,3,29,19
"ArxdSilva/dcrdocs",0,0,0,0,0,0,0,0,0,0,2,"2017-10-14 18:51:55 UTC","2017-10-14 19:20:02 UTC",1687,0.0390509259259259,0,1,1,1
"abcsuite/blake256",0,0,0,0,0,0,0,0,0,0,2,"2017-06-30 03:14:13 UTC","2017-09-04 04:58:13 UTC",5708640,132.144444444444,NA,NA,NA,NA
"alexlyp/dcrdocker",0,0,0,0,0,0,0,0,0,0,2,"2017-07-24 15:13:41 UTC","2018-02-05 21:36:19 UTC",16960958,392.614768518519,2,7,11,19
"dajohi/atomicswap",0,0,0,0,0,0,0,0,0,0,10,"2017-09-20 15:38:27 UTC","2018-11-14 16:01:29 UTC",36292982,840.115324074074,2,7,259,645
"dajohi/dcraddrgen",0,0,0,0,0,0,0,0,0,0,1,"2017-05-26 17:15:20 UTC","2017-10-12 13:52:37 UTC",11997437,277.718449074074,2,8,203,456
"hypernoob/dcrdocs",1,0,3,1,3,0,20,54,42,0,48,"2017-06-25 04:28:52 UTC","2018-11-02 13:59:25 UTC",42805833,990.875763888889,10,30,707,644
"jholdstock/dcrweb",0,0,0,0,0,0,0,0,0,0,22,"2017-05-12 14:41:13 UTC","2018-11-14 18:12:31 UTC",47622678,1102.37680555556,8,15,78,26
"jokyjor/dcrwallet",0,0,0,0,0,0,0,0,0,0,4,"2017-11-18 08:27:58 UTC","2017-12-30 21:11:41 UTC",3674623,85.0607175925926,NA,NA,NA,NA
"jolan/dcrpayments",0,0,0,0,0,0,0,0,0,0,21,"2017-11-01 15:56:30 UTC","2018-02-12 20:54:40 UTC",8917090,206.41412037037,3,14,15374,54
"josser/decrediton",0,0,0,0,0,0,0,0,0,0,1,"2017-10-25 07:18:59 UTC","2017-10-25 07:18:59 UTC",0,0,1,2,10,0
"lukebp/decrediton",0,0,0,0,0,0,0,0,0,0,5,"2017-08-03 18:49:12 UTC","2017-09-24 01:11:12 UTC",4429320,102.530555555556,1,2,2,2
"nickboariu/dcrweb",1,0,0,1,0,0,30,64834,72,0,11,"2017-11-16 22:14:10 UTC","2017-12-08 22:16:34 UTC",1900944,44.0033333333333,6,40,104,12
"rolandgnm/dcrdocs",0,0,0,0,0,0,0,0,0,0,1,"2017-03-05 13:18:02 UTC","2017-03-05 13:18:02 UTC",0,0,1,2,6,6
"shweini/dcrwallet",0,1,0,0,0,0,2,9,8,1,146,"2017-09-16 15:27:23 UTC","2018-05-27 11:11:20 UTC",21843837,505.644375,0,71,1137,94
"vctt94/decrediton",0,0,4,0,0,0,48,4241,3011,0,318,"2017-09-28 13:44:07 UTC","2019-01-03 14:02:58 UTC",39921531,924.109513888889,53,609,16411,10770
"AbnerZheng/dcrdocs",0,0,0,0,0,0,0,0,0,0,4,"2017-09-02 16:44:51 UTC","2017-09-03 15:35:37 UTC",82246,1.90384259259259,0,8,11008,4
"Baggins800/gominer",0,0,0,0,0,0,0,0,0,0,3,"2017-03-20 18:03:36 UTC","2017-03-23 20:39:12 UTC",268536,6.21611111111111,1,5,12,12
"C-ollins/dcrwallet",0,0,0,0,0,0,0,0,0,1,4,"2017-12-31 21:07:13 UTC","2018-03-07 12:41:44 UTC",5672071,131.297939814815,NA,NA,NA,NA
"Chocanto/dcrwallet",0,0,0,0,0,0,0,0,0,0,2,"2017-02-08 21:54:37 UTC","2017-02-19 10:35:13 UTC",909636,21.0563888888889,1,4,71,32
"aldoiljazi/dcrdocs",0,0,1,0,0,0,2,2,2,0,7,"2017-08-29 12:18:48 UTC","2017-09-13 13:07:44 UTC",1298936,30.067962962963,7,27,33,33
"alexlyp/atomicswap",0,0,0,0,0,0,0,0,0,0,2,"2017-09-20 15:14:07 UTC","2017-09-20 15:24:48 UTC",641,0.014837962962963,1,4,16,0
"concensus/politeia",0,0,0,0,0,0,4,34,3,0,8,"2017-12-28 18:43:11 UTC","2017-12-28 23:43:49 UTC",18038,0.417546296296296,NA,NA,NA,NA
"dajohi/politeiagui",0,0,0,0,0,0,0,0,0,0,14,"2017-12-07 16:47:21 UTC","2019-01-02 19:40:27 UTC",33792786,782.240416666667,20,44,2369,2889
"detinho/decrediton",0,0,0,0,0,0,0,0,0,0,3,"2017-08-18 00:17:39 UTC","2017-08-22 01:43:54 UTC",350775,8.11979166666667,NA,NA,NA,NA
"dnldd/dcrrpcclient",0,0,0,0,0,0,0,0,0,0,3,"2017-07-17 23:23:14 UTC","2017-08-05 22:10:40 UTC",1637246,37.899212962963,2,3,17,116
"dnldd/dcrstakepool",0,0,0,0,0,0,0,0,0,0,2,"2017-07-19 21:17:43 UTC","2017-07-24 22:39:08 UTC",436885,10.1130787037037,1,2,40,33
"fgimenez/dcrwallet",0,0,0,0,0,0,0,0,0,0,3,"2017-12-23 10:51:19 UTC","2017-12-23 10:59:34 UTC",495,0.0114583333333333,0,1,230,39
"jcvernaleo/dcrtime",0,0,0,0,0,0,0,0,0,0,7,"2017-06-12 22:32:06 UTC","2017-08-01 20:42:21 UTC",4313415,99.8475694444444,2,11,378,0
"jholdstock/dcrdocs",0,0,0,0,0,0,0,0,0,0,351,"2017-03-15 16:19:34 UTC","2018-12-26 12:10:58 UTC",56231484,1301.65472222222,116,370,354428,227981
"jrick/dcrstakepool",0,0,0,0,0,0,0,0,0,0,6,"2017-06-20 19:18:08 UTC","2018-11-29 15:46:18 UTC",45523690,1053.78912037037,4,9,395,406
"matheusd/dcrwallet",0,0,0,0,0,0,0,0,0,0,50,"2017-10-25 11:49:13 UTC","2018-12-07 20:34:43 UTC",35286330,816.813194444444,14,61,9435,5757
"nickboariu/dcrdocs",2,0,0,2,0,0,28,224,364,0,4,"2017-10-16 23:06:20 UTC","2017-11-29 20:34:17 UTC",3796077,87.8721527777778,1,7,23,7
"particl/atomicswap",0,0,0,0,0,0,0,0,0,0,14,"2017-09-24 20:35:39 UTC","2018-04-18 12:50:06 UTC",17770467,411.353402777778,1,4,2494,2
"peterzen/dcrwebapi",0,0,0,0,0,0,0,0,0,0,4,"2017-07-19 10:20:50 UTC","2017-07-28 17:51:39 UTC",804649,18.6261342592593,1,5,4054,0
"rgeraldes/politeia",0,0,0,0,0,0,0,0,0,0,109,"2017-11-02 22:17:00 UTC","2017-12-21 01:31:43 UTC",4158883,96.2704398148148,4,27,2230,1590
"samhattangady/dcrd",0,0,0,0,0,0,0,0,0,0,1,"2017-11-20 19:11:10 UTC","2017-11-20 19:11:10 UTC",0,0,1,2,2,2
"teknico/dcraddrgen",0,0,0,0,0,0,0,0,0,0,1,"2017-08-15 15:55:58 UTC","2017-08-15 19:17:57 UTC",12119,0.280532407407407,1,3,30,70
"vctt94/politeiagui",0,0,0,0,0,0,0,0,0,0,40,"2017-12-27 17:32:26 UTC","2018-08-31 17:28:26 UTC",21336960,493.911111111111,13,94,1569,361
"Kmaschta/decrediton",0,0,0,0,0,0,0,0,0,0,1,"2017-03-20 00:42:19 UTC","2017-03-20 10:03:38 UTC",33679,0.779606481481481,1,2,2,2
"StoicaRemus/dcrdocs",0,0,0,0,0,0,0,0,0,0,2,"2017-04-08 11:54:51 UTC","2017-04-08 12:03:27 UTC",516,0.0119444444444444,NA,NA,NA,NA
"bclermont/dcrwallet",0,0,0,0,0,0,0,0,0,0,2,"2017-11-17 06:36:14 UTC","2017-11-18 03:09:17 UTC",73983,1.71256944444444,0,5,72,0
"dajohi/dcrstakepool",0,0,0,0,0,0,0,0,0,0,33,"2017-02-14 19:41:23 UTC","2018-11-08 18:31:25 UTC",54600602,1263.90282407407,12,29,1837,1445
"dajohi/hardforkdemo",0,0,0,0,0,0,0,0,0,0,15,"2017-03-06 19:14:02 UTC","2018-09-27 19:16:35 UTC",49244553,1139.92020833333,19,45,1446,978
"dasource/atomicswap",0,0,0,0,0,0,0,0,0,0,1,"2017-10-25 08:04:02 UTC","2017-10-25 08:04:02 UTC",0,0,1,2,4,4
"denyszayets/dcrdocs",0,0,0,0,0,0,0,0,0,0,43,"2017-11-27 21:21:17 UTC","2017-12-01 01:33:33 UTC",274336,6.35037037037037,0,51,75357,121210
"frankcash/dcrwallet",0,0,0,0,0,0,0,0,0,0,6,"2017-06-11 20:46:28 UTC","2017-06-13 10:48:32 UTC",136924,3.16953703703704,1,2,3,1
"girino/dcrstakepool",0,0,0,0,0,0,0,0,0,0,41,"2017-02-06 00:21:22 UTC","2018-12-15 01:19:39 UTC",58496297,1354.08094907407,0,1,2,2
"go1dfish/decrediton",0,0,0,0,0,0,0,0,0,0,52,"2017-07-31 21:45:32 UTC","2017-11-27 03:51:49 UTC",10220777,236.592060185185,30,86,20406,17657
"jolan/testnetfaucet",0,0,0,0,0,0,0,0,0,0,15,"2017-11-14 22:59:50 UTC","2018-02-07 20:59:25 UTC",7336775,169.83275462963,3,16,1777,157
"jpbriquet/dcrdocker",0,0,0,0,0,0,0,0,0,0,4,"2017-07-01 17:00:25 UTC","2017-07-03 18:29:43 UTC",178158,4.12402777777778,1,4,84,42
"karamble/decrediton",0,0,0,0,0,0,0,0,0,0,2,"2017-04-29 07:25:00 UTC","2017-04-29 08:38:45 UTC",4425,0.102430555555556,1,4,10,0
"matheusd/decrediton",0,0,0,0,0,0,0,0,0,0,231,"2017-09-08 14:44:53 UTC","2019-01-03 18:56:57 UTC",41663524,964.433425925926,184,1176,256005,92239
"pedrotst/Paymetheus",0,0,0,0,0,0,0,0,0,0,3,"2017-05-13 01:49:03 UTC","2017-05-15 01:47:37 UTC",172714,3.99800925925926,0,1,115,5
"peterzen/decrediton",0,0,1,0,0,0,2,4,2,0,25,"2017-04-21 17:43:16 UTC","2018-12-15 18:35:45 UTC",52105949,1206.15622685185,3,7,239,6
"qbit/decred-release",0,0,0,0,0,0,0,0,0,0,1,"2017-07-13 16:21:58 UTC","2017-07-13 16:21:58 UTC",0,0,1,2,2,2
"rafaelfelicio/copay",0,0,0,0,0,0,0,0,0,0,2,"2017-06-16 16:28:27 UTC","2017-07-04 17:40:24 UTC",1559517,36.0999305555556,0,3,4164,4164
"sndurkin/decrediton",0,0,0,0,0,0,0,0,0,0,88,"2017-07-27 18:16:13 UTC","2017-09-27 03:09:53 UTC",5302420,122.741203703704,27,136,9255,10735
"sudoscript/politeia",0,0,0,0,0,0,0,0,0,0,22,"2017-11-13 04:27:28 UTC","2018-03-20 18:25:27 UTC",11023079,255.163865740741,1,14,619,1262
"vertcoin/atomicswap",0,0,0,0,0,0,0,0,0,0,5,"2017-09-21 06:03:08 UTC","2017-12-30 19:22:42 UTC",8691574,201.193842592593,1,7,2340,8
"Arriu/decred-release",0,0,1,0,1,0,2,2,2,0,5,"2017-05-05 17:18:44 UTC","2017-05-10 01:18:07 UTC",374363,8.66581018518518,1,5,10,10
"alexlyp/hardforkdemo",0,0,0,0,0,0,0,0,0,0,32,"2017-02-08 23:23:33 UTC","2017-10-31 15:10:56 UTC",22866443,529.315810185185,50,204,3377,2555
"brandonblock/dcrdocs",0,0,0,0,0,0,0,0,0,0,1,"2017-11-20 14:40:58 UTC","2017-11-20 18:22:36 UTC",13298,0.307824074074074,1,3,74,110
"brunokenj/atomicswap",0,0,0,0,0,0,0,0,0,0,2,"2017-10-01 22:47:46 UTC","2017-10-02 03:00:10 UTC",15144,0.350555555555556,NA,NA,NA,NA
"chappjc/hardforkdemo",0,0,0,0,0,0,0,0,0,0,40,"2017-02-09 18:34:35 UTC","2017-09-22 20:52:17 UTC",19444662,450.107916666667,10,71,443307,1427
"dajohi/testnetfaucet",0,0,0,0,0,0,0,0,0,0,22,"2017-02-16 01:42:07 UTC","2018-12-11 16:06:57 UTC",57335090,1327.20115740741,14,31,857,647
"davecgh/hardforkdemo",0,0,0,0,0,0,0,0,0,0,4,"2017-02-15 20:45:51 UTC","2017-02-16 08:24:45 UTC",41934,0.970694444444444,2,5,5,5
"decred-china/dcrdocs",0,0,0,0,0,0,0,0,0,0,2,"2017-12-16 15:48:53 UTC","2017-12-16 16:35:55 UTC",2822,0.0653240740740741,NA,NA,NA,NA
"decred-china/insight",0,0,0,0,0,0,0,0,0,0,1,"2017-12-31 11:00:22 UTC","2017-12-31 11:00:22 UTC",0,0,NA,NA,NA,NA
"detailyang/dcrwebapi",0,0,0,0,0,0,0,0,0,0,2,"2017-12-18 18:13:38 UTC","2017-12-20 10:36:18 UTC",145360,3.36481481481481,1,4,26,0
"go1dfish/politeiagui",0,0,0,0,0,0,0,0,0,0,17,"2017-10-25 18:30:43 UTC","2017-10-27 20:35:01 UTC",180258,4.17263888888889,2,37,21781,1680
"gozart1/dcr-netstats",0,0,0,0,0,0,0,0,0,0,3,"2017-06-06 16:55:30 UTC","2017-06-21 02:00:56 UTC",1242326,28.7575462962963,0,1,50,14
"gozart1/hardforkdemo",0,0,0,0,0,0,0,0,0,0,1,"2017-05-14 19:21:30 UTC","2017-05-14 19:21:30 UTC",0,0,0,2,2,6
"guyhalestorm/dcrdocs",0,0,0,0,0,0,0,0,0,0,2,"2017-04-27 17:45:37 UTC","2017-04-28 13:49:43 UTC",72246,1.67236111111111,0,26,406,6
"hypernoob/Paymetheus",0,0,0,0,0,0,0,0,0,0,14,"2017-05-18 14:34:09 UTC","2017-06-30 00:53:14 UTC",3665945,84.859837962963,NA,NA,NA,NA
"hypernoob/atomicswap",0,0,0,0,0,0,0,0,0,0,1,"2017-09-28 15:56:44 UTC","2017-09-28 16:01:03 UTC",259,0.00599537037037037,1,2,2,2
"isLishude/decrediton",0,1,0,0,0,0,4,54,6,0,5,"2017-12-14 09:08:35 UTC","2017-12-28 14:36:35 UTC",1229280,28.4555555555556,1,4,7,6
"jcvernaleo/dcrdocker",0,0,0,0,0,0,0,0,0,0,6,"2017-06-27 19:54:22 UTC","2017-07-19 18:18:17 UTC",1895035,43.8665509259259,11,28,814,41
"nntaoli/dcrrpcclient",0,0,0,0,0,0,0,0,0,0,3,"2017-05-02 15:24:08 UTC","2017-05-03 01:34:49 UTC",36641,0.848171296296296,0,2,100,0
"oktapodia/decrediton",0,0,0,0,0,0,0,0,0,0,32,"2017-09-25 14:45:29 UTC","2017-11-05 14:36:35 UTC",3545466,82.0709722222222,10,87,3650,1453
"peterzen/insight-api",0,0,0,0,0,0,0,0,0,0,4,"2017-06-13 20:11:38 UTC","2017-07-25 21:13:59 UTC",3632541,84.0865972222222,1,5,184,1
"petscheit/atomicswap",0,0,0,0,0,0,0,0,0,0,2,"2017-12-20 13:57:41 UTC","2017-12-20 14:39:47 UTC",2526,0.0584722222222222,0,4,108,27
"raedah/testnetfaucet",0,0,0,0,0,0,0,0,0,0,1,"2017-04-11 22:37:22 UTC","2017-04-11 22:37:22 UTC",0,0,NA,NA,NA,NA
"shweini/dcrrpcclient",0,0,0,0,0,0,0,0,0,0,1,"2017-10-08 06:58:48 UTC","2017-10-08 08:28:07 UTC",5359,0.124050925925926,0,2,8,8
"sndurkin/politeiagui",0,1,0,0,0,0,5,210,74,0,105,"2017-10-26 00:08:18 UTC","2018-11-26 02:36:21 UTC",34226883,792.288958333333,43,156,10364,8243
"DesWurstes/atomicswap",0,0,9,0,9,0,28,188,138,0,68,"2017-11-02 13:27:56 UTC","2018-03-19 14:25:51 UTC",11840275,274.080439814815,1,20,2330,278
"alexlyp/testnetfaucet",0,0,0,0,0,0,0,0,0,0,7,"2017-02-10 21:37:07 UTC","2017-11-08 20:49:09 UTC",23411522,541.93337962963,4,19,269,103
"anthonyfranks/dcrdocs",0,0,0,0,0,0,0,0,0,0,2,"2017-10-24 22:05:55 UTC","2017-10-24 22:08:35 UTC",160,0.0037037037037037,2,4,4,4
"hypernoob/politeiagui",0,0,0,0,0,0,0,0,0,0,2,"2017-11-18 10:18:23 UTC","2017-11-18 10:18:45 UTC",22,0.000509259259259259,1,4,4,4
"infertux/dcrstakepool",0,0,0,0,0,0,0,0,0,0,3,"2017-10-20 02:55:43 UTC","2017-12-27 18:30:42 UTC",5934899,137.381921296296,1,6,36,31
"karamble/dcrstakepool",0,0,0,0,0,0,0,0,0,0,32,"2017-02-02 20:39:22 UTC","2018-09-07 14:37:34 UTC",50259492,1163.41416666667,5,43,13589,10660
"karamble/hardforkdemo",0,0,0,0,0,0,0,0,0,0,121,"2017-02-09 16:29:51 UTC","2017-09-30 11:42:41 UTC",20110370,465.517824074074,23,245,67089,31996
"magnus-staberg/dcrweb",0,0,0,0,0,0,0,0,0,0,3,"2017-12-15 20:51:00 UTC","2017-12-19 15:21:09 UTC",325809,7.541875,1,2,13,13
"oktapodia/politeiagui",0,0,1,0,0,0,102,5280,1118,0,11,"2017-10-26 16:15:15 UTC","2017-11-06 18:24:50 UTC",961775,22.2633101851852,4,54,5141,798
"oshimish/dcrstakepool",0,0,0,0,0,0,0,0,0,0,2,"2017-07-10 17:41:18 UTC","2017-10-09 00:06:58 UTC",7799140,180.535648148148,NA,NA,NA,NA
"pedrotst/dcrstakepool",0,0,0,0,0,0,0,0,0,0,1,"2017-07-31 15:45:39 UTC","2017-07-31 15:45:39 UTC",0,0,1,2,2,2
"rgeraldes/politeiagui",0,0,0,0,0,0,0,0,0,0,1,"2017-11-06 23:18:33 UTC","2017-11-06 23:19:55 UTC",82,0.00189814814814815,1,2,70,42
